mda_code,mda_name,authorized,status,created_by,created_date,last_modified_by,last_modified_date,version
0253001001000,FEDERAL MINISTRY HOUSING & URBAN DEVELOPMENT - HQTRS,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521015001000,MEDICAL REHABILITATION THERAPY BOARD,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521015001000,MEDICAL REHABILITATION THERAPY BOARD,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521015001000,MEDICAL REHABILITATION THERAPY BOARD,1,1,system.auto,,NULL,16/09/2025 11:53,0
0119001001000,FEDERAL MINISTRY OF FOREIGN & INTERGOVERNMENTAL AFFAIRS - HQTRS,1,1,system.auto,,NULL,16/09/2025 11:53,0
0231020000126,TRANSMISSION COMPANY OF NIGERIA JAPAN INTERNATIONAL COOPERATION AGENCY,1,1,system.auto,,NULL,16/09/2025 11:53,0
0231020000126,TRANSMISSION COMPANY OF NIGERIA JAPAN INTERNATIONAL COOPERATION AGENCY,1,1,system.auto,,NULL,16/09/2025 11:53,0
0231020000126,TRANSMISSION COMPANY OF NIGERIA JAPAN INTERNATIONAL COOPERATION AGENCY,1,1,system.auto,,NULL,16/09/2025 11:53,0
0238002001000,NIGERIA INSITUTE FOR SOCIAL AND ECONOMIC RESEARCH,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0521027061000,FEDERAL MEDICAL CENTRE MISAU,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
0111002001001,STATE HOUSE SDGL PRESIDENTIAL METERING INITIATIVE,1,1,system.auto,,NULL,16/09/2025 11:53,0
